anime_id,title,anime_url,views,type,rating_avg
8978,Охотник за головами - Хард,ohotnik-za-golovami-hard,7 119,OVA,6.08
8977,Дважды два - это Синобу,dvazhdy-dva-eto-sinobu,9 572,Сериал,6.11
8976,"Галактический экспресс 999: Ты можешь жить, как воин?",galakticheskiy-ekspress-999-ty-mozhesh-zhit-kak-voin,5 675,Спешл,5.79
8975,Воин четырёх стихий,voin-chetyreh-stihiy,30 647,Спешл,7.33
8974,"Звёзды, сияющие вместе",zvezdy-siyayuschie-vmeste,18 634,OVA,7.00
8973,Мобильный воин Гандам: Поколение — Фильм второй,mobilnyy-voin-gandam-pokolenie-film-2,8 286,Спешл,5.76
8972,Притворная любовь — OVA,pritvornaya-lyubov-ova-1,28 040,OVA,7.44
8971,Мобильный воин Гандам: Грозовой сектор — Фильм,mobilnyy-voin-gandam-grozovoy-sektor-film-pervyy,13 020,Полнометражный фильм,7.79
8970,Орендж: Будущее,apelsin-buduschee,26 581,Полнометражный фильм,7.85
8969,Цепные хроники OVA,cepnye-hroniki-ova,19 142,OVA,6.08
8968,Дорога к тебе,doroga-k-tebe,19 323,ONA,6.92
8967,Кольцо Гандама,kolco-gandama,6 329,Спешл,5.67
8966,Мобильный воин Гандам Эф-91,mobilnyy-voin-gandam-ef-91,11 903,Полнометражный фильм,6.16
8965,"Инари, лисицы и волшебная любовь: Инари, лисицы и стрекот цикад",inari-lisicy-i-volshebnaya-lyubov-ova,21 130,OVA,6.81
8964,Мадара,madara,5 230,OVA,7.29
8963,"Галактический экспресс 999: Ты можешь любить, как мать?!!",galakticheskiy-ekspress-999-ty-mozhesh-lyubit-kak-mat,6 538,Спешл,6.24
8962,Судьба/Девочка-волшебница Иллия: Танцуй на спортивном фестивале!,sudba-devochka-volshebnica-illiya-ova-1,16 366,OVA,6.42
8961,Звёздный герб — Спецвыпуск,zvezdnyy-gerb-kompilyaciya,6 552,Спешл,6.43
8960,Отвязная троица 1,otvyaznaya-troica-1,33 095,Сериал,7.75
8959,Отвязная троица 2,otvyaznaya-troica-2,18 692,Сериал,8.12
8958,Триган,trigan-tv,277 816,Сериал,8.72
8957,Развилка фортуны OVA,razvilka-fortuny-ova,16 432,OVA,7.33
8956,"О том, кем работает король драконов",o-tom-kem-rabotaet-korol-drakonov,38 488,Сериал,7.03
8955,Из якудза в идолы,iz-yakudza-v-idoly,73 604,Сериал,7.28
8954,Айка Зеро,ayka-zero,26 600,OVA,6.40
8953,Дзёсиоти: Девушка свалилась со 2-го этажа!,dzesioti-devushka-svalilas-so-2-go-etazha,104 036,ONA,6.27
8952,Спецотряд «Burn-Up» (2004),specotryad-burn-up-2004,9 584,Сериал,6.26
8950,Клёст: Дополнительный эпизод,iska-ova,20 390,OVA,7.03
8949,Притворная любовь — OVA 2,pritvornaya-lyubov-ova-2,23 595,OVA,7.11
8948,Яблочное семя: Проект «Альфа»,proekt-alfa,21 856,Полнометражный фильм,7.51
8947,Эпоха дракона: Рождение Искательницы,epoha-drakona-rozhdenie-iskatelnicy,9 668,Полнометражный фильм,6.04
8946,Спецотряд Разгон,specotryad-razgon,8 385,Сериал,6.22
8945,Хроника крыльев: Откровения Токио,hronika-krylev-ova-1,11 987,OVA,7.50
8944,Девушки на линии фронта — ONA,devushki-na-linii-fronta-2019,19 545,ONA,6.49
8942,Путешествие в древний Камелот с мангакой Мариной,puteshestvie-v-drevniy-kamelot-s-mangakoy-marinoy,3 923,Короткометражный фильм,4.40
8941,"Акаги, легенда маджонга",akagi-legenda-madzhonga,55 296,Сериал,8.04
8940,Гандам Билд дайверы,gandam-bild-dayvery,12 461,Сериал,6.55
8939,Чёрный кот [OVA],chernyy-kot-1991,4 549,OVA,5.17
8937,Небесный Фафнир: Право победителя,nebesnyy-fafnir-speshl,6 665,Спешл,6.85
8936,Детективное агентство «Отохимэ»,detektivnoe-agentstvo-otohime,4 225,OVA,5.00
8935,Тамаюра,tamayura-ova,7 652,OVA,7.00
8934,Кросси Аван,krossi-avan,7 175,Короткометражный фильм,5.44
8933,Амацуки,amacuki,18 144,Сериал,7.14
8931,Красавица,krasavica,5 380,OVA,6.81
8930,Рё,re,8 028,Короткометражный фильм,5.66
8929,Сказания Бездны,skazaniya-bezdny,26 891,Сериал,7.06
8928,Рыцари Гуларта: Пробудившееся тёмное начало,rycari-gularta-probudivsheesya-temnoe-nachalo,4 958,OVA,5.67
8927,Поцелуй в глазик,poceluy-v-glazik,4 364,OVA,5.33
8926,Многоцветье,mnogocvete,44 983,Полнометражный фильм,7.91
8925,Хроника крыльев: Весенний гром,hronika-krylev-ova-2,11 053,OVA,7.21
8924,Буквоежка: Воспоминания,bukvoezhka-ova-2,10 721,OVA,6.84
8923,Мосидора,mosidora,9 213,Сериал,6.55
8922,Морская академия,morskaya-akademiya,31 784,Сериал,8.06
8920,Проблемы косплея,problemy-kospleya,9 066,OVA,4.76
8919,Фусэ: История охотницы,fuse-istoriya-ohotnicy,20 244,Полнометражный фильм,7.86
8918,Небесный Фафнир: Мёртвый агрессор — Небо и Земля,nebesnyy-fafnir-film,7 805,Полнометражный фильм,7.32
8917,Цветочек Маримо,cvetochek-marimo,7 504,OVA,5.93
8916,Макросс Фронтир: Крылья разлуки,makross-frontir-2,7 790,Полнометражный фильм,6.83
8915,Тамаюра: Год спустя,tamayura-1,8 501,Сериал,7.09
8914,Кошачий рай: Обещания кошечек,koshachiy-ray-obeschaniya-koshechek,18 903,ONA,7.53
8913,Макросс Фронтир: Фальшивая дива,makross-frontir,9 098,Полнометражный фильм,6.70
8911,Приключения Джинга OVA,priklyucheniya-dzhinga-ova,6 918,OVA,7.18
8910,Приключения Джинга,priklyucheniya-dzhinga-tv,15 313,Сериал,7.52
8909,Сказ о девушках-мечах: Добро пожаловать в зал Мэйдзи!,skaz-o-devushkah-mechah-dobro-pozhalovat-v-zal-meydzi,5 809,Сериал,5.26
8908,Валькирия и любовь,valkiriya-i-lyubov,45 937,Сериал,6.33
8907,Музыкальная школа звёзд 3,muzykalnaya-shkola-zvezd-3,4 201,Сериал,6.00
8906,Сакура — собирательница карт: Прозрачные карты,sakura-sobiratelnica-kart-2,20 379,Сериал,7.43
8905,Сакура — собирательница карт: Запечатанная карта,sakura-sobiratelnica-kart-film-vtoroy,15 790,Полнометражный фильм,7.60
8904,Призрак в доспехах: Вознесение,prizrak-v-dospehah-ova,28 242,OVA,6.98
8903,Адвокаты чародеев: Бабочка Сесиль,advokaty-charodeev-babochka-sesil,22 033,Сериал,6.55
8902,В поисках Полной Луны OVA,v-poiskah-polnoy-luny-ova,4 883,Спешл,5.62
8901,Синий дракон,siniy-drakon-pervyy-sezon,7 710,Сериал,7.44
8900,"Лулу, ангел цветов [ТВ]",lulu-angel-cvetov-tv,7 209,Сериал,7.33
8899,Звёзды ансамбля!,zvezdy-ansamblya,17 856,Сериал,6.87
8898,Похождения Робина Гуда,pohozhdeniya-robina-guda,7 865,Сериал,7.88
8897,Ох уж этот экстрасенс Сайки Кусуо! Начало,oh-uzh-etot-ekstrasens-sayki-kusuo-nachalo,65 393,ONA,8.22
8896,Синий дракон 2,siniy-drakon-vtoroy-sezon,6 407,Сериал,6.63
8895,Профессор Лейтон и Бессмертная дива,professor-leyton-i-bessmertnaya-diva,6 020,Полнометражный фильм,6.41
8894,Ускорение,uskorenie,14 019,Сериал,7.09
8893,Ведьма Салли 2,vedma-salli-2,5 441,Сериал,5.60
8892,Супербратья Сэйсюн,superbratya-seysyun,16 391,Малометражный сериал,6.35
8891,Хиромен,hiromen,11 153,Сериал,6.44
8890,Кулак Северной звезды: История Рао,kulak-severnoy-zvezdy-istoriya-rao,9 653,Сериал,6.28
8889,Конфликт братьев,konflikt-bratev,45 759,Сериал,6.15
8888,Чёрные сущности: Хронус,chernye-suschnosti-hronus,11 421,Короткометражный фильм,6.67
8887,Сломанный меч,slomannyy-mech-tv,47 782,Сериал,7.87
8886,Солти Рэй,solti-rey,10 843,Сериал,7.25
8883,Арион,arion,6 026,Полнометражный фильм,5.86
8882,Вы арестованы!,vy-arestovany,14 818,Полнометражный фильм,7.85
8881,Актёры,aktery,14 146,Сериал,6.67
8880,Ярче предрассветной лазури,yarche-predrassvetnoy-lazuri,20 317,Сериал,7.62
8879,Сказания Зестирии: Пришествие Пастыря,skazaniya-zestirii-prishestvie-pastyrya,21 215,Спешл,7.59
8878,Прекрасный библиотекарь,prekrasnyy-bibliotekar,36 522,Сериал,7.04
8877,В поисках утраченного будущего,v-poiskah-utrachennogo-buduschego,28 496,Сериал,7.15
8876,Волшебный поезд: Добро пожаловать на линию Оэдо,volshebnyy-poezd-dobro-pozhalovat-na-liniyu-oedo,6 524,Сериал,6.55
8875,Эйр Гир,eyr-gir-tv,64 166,Сериал,7.98
8874,Мой любимый робот,moy-lyubimyy-robot,12 932,OVA,6.70
8873,Всё ради науки,vse-radi-nauki,94 903,OVA,6.07
8872,Волшебник страны Оз,volshebnik-strany-oz,4 724,Полнометражный фильм,5.90
8871,Крест Анж: Рондо ангела и дракона,krest-anzhi,111 391,Сериал,8.25
8870,Удивительные близнецы OVA,udivitelnye-bliznecy-ova,4 902,OVA,5.89
8869,Гаро: Печать пламени,garo-pechat-plameni,50 811,Сериал,7.65
8868,"Медвежья буря, лилий ураган",medvezhya-burya-liliy-uragan,11 135,Сериал,6.20
8867,Любовная сцена!,lyubovnaya-scena-2014,63 426,Сериал,7.40
8865,Рубаки 3: Великие Рубаки на большом экране,rubaki-3-velikie-rubaki-na-bolshom-ekrane,16 806,Полнометражный фильм,7.62
8864,Принцесса подводного царства,princessa-podvodnogo-carstva,8 957,Полнометражный фильм,6.41
8863,Чара-хранители! 3,chara-hraniteli-sezon-tretiy,21 572,Сериал,7.71
8862,Рыцари Тенкай,rycari-tenkay,5 819,Сериал,5.83
8861,Один на вылет,odin-na-vylet,66 351,Сериал,8.77
8860,Звезда Пушистландии,zvezda-pushistlandii,9 547,Полнометражный фильм,6.58
8859,Рубаки OVA-2,rubaki-ova-2,16 734,OVA,7.91
8858,Вторжение Кальмарки,vtorzhenie-kalmarki-1,26 768,Сериал,7.36
8857,Цепные хроники,cepnye-hroniki,69 051,Сериал,6.77
8856,Фронт кровавой блокады 2 — OVA,front-krovavoy-blokady-ova-2,21 781,OVA,7.30
8855,Время битв,vremya-bitv,12 309,Сериал,7.24
8854,Таинственная игра,tainstvennaya-igra-tv,38 858,Сериал,7.60
8853,Повесть о Золушке,povest-o-zolushke,15 133,Сериал,8.09
8852,Манящие горы,v-gory-1,22 722,Малометражный сериал,7.43
8851,Люди Икс,lyudi-iks,12 255,Сериал,4.79
8850,Дымная трава,dymnaya-trava,16 466,Сериал,6.83
8849,Клинок ведьм,klinok-vedm,48 357,Сериал,7.63
8848,Инопланетный робот Грендайзер,inoplanetnyy-robot-grendayzer-tv,12 405,Сериал,6.13
8847,Огнем и мечом,ognem-i-mechom,30 566,Сериал,7.80
8846,Психо-Пасс 3,psihopasport-3,58 912,Сериал,7.46
8845,"Жрица Луны, жрица Солнца",zhrica-luny-zhrica-solnca,20 625,Сериал,7.31
8844,Заморозка,zamorozka-1,71 067,Сериал,7.27
8843,Басквош,baskvosh,10 295,Сериал,6.83
8842,Охотники за чародеями,ohotniki-za-charodeyami-tv,12 592,Сериал,6.10
8841,Свобода,svoboda,9 579,OVA,7.20
8840,Башня Друаги: Герои Урука,bashnya-druagi-geroi-uruka,34 335,Сериал,6.95
8839,Дневники Сакуры,dnevniki-sakury,8 421,Не важно,5.84
8838,Повесть о бедных сестрах,povest-o-bednyh-sestrah,19 078,Сериал,7.21
8837,Леда: Фантастические приключения Ёко,leda-fantasticheskie-priklyucheniya-eko,4 926,OVA,5.33
8836,Другое измерение: Возвышение Искусственного Интеллекта,drugoe-izmerenie-vozvyshenie-iskusstvennogo-intellekta,11 257,ONA,5.88
8835,Женская эскадрилья чистого неба,zhenskaya-eskadrilya-chistogo-neba,10 833,OVA,6.90
8834,Он — сильнейший учитель!,on-silneyshiy-uchitel,31 950,Сериал,7.24
8833,Абэнобаси: Волшебный торговый квартал,abenobasi-volshebnyy-torgovyy-kvartal,32 694,Сериал,6.82
8832,Расколотая тиара,raskolotaya-tiara,32 524,Сериал,7.18
8831,Плачущий убийца,plachuschiy-ubiyca,14 902,OVA,7.55
8830,Усио и Тора,usio-i-tora-ova,20 999,OVA,7.45
8829,Счастливая звезда — OVA,schastlivaya-zvezda-ova,30 860,OVA,8.29
8828,Счастливая звезда,schastlivaya-zvezda-tv,357 660,Сериал,8.52
8827,Чистая романтика — OVA,chistaya-romantika-ova,16 434,OVA,7.32
8826,"В джунглях всё было хорошо, пока не пришла Гуу",v-dzhunglyah-vse-bylo-horosho-poka-ne-prishla-guu,17 226,Сериал,6.39
8825,Тока Гэттан,toka-gettan,7 383,Сериал,4.00
8824,Мой сосед Сэки,moy-sosed-seki-tv,80 522,Малометражный сериал,7.82
8823,Истребители насекомых,istrebiteli-nasekomyh,31 549,Сериал,7.46
8822,Работа!! 3,rabota-3,25 574,Сериал,7.78
8821,"Тёко, сестренка",teko-sestrenka,12 888,Сериал,6.68
8820,Иллюзорные звуки зеркала,illyuzornye-zvuki-zerkala,3 608,Короткометражный фильм,5.00
8819,.хак//Трилогия,hak-trilogiya,13 083,Полнометражный фильм,6.73
8818,Вороны: Бойцы старшей школы,vorony-boycy-starshey-shkoly,9 251,OVA,6.63
8817,Свисток!,svistok,5 839,Сериал,7.14
8816,Боевые библиотекари: Книга Банторры,boevye-bibliotekari-kniga-bantorry,28 711,Сериал,6.86
8815,Тактика урагана,taktika-uragana,5 289,Сериал,6.11
8814,Синдбад-мореход,sindbad-morehod,5 964,Полнометражный фильм,5.69
8813,Агент Наджика,agent-nadzhika,22 867,Сериал,6.56
8811,Айка,ayka,77 798,OVA,6.99
8810,Холст 2,holst-2,5 516,Сериал,5.82
8809,Усавич,usavich,9 022,Малометражный сериал,6.57
8808,Тамала 2010,tamala-2010,8 007,Полнометражный фильм,6.12
8807,Кайт-избавительница,kayt-izbavitelnica,37 707,OVA,6.32
8806,Время Ибларда,vremya-iblarda,10 678,Короткометражный фильм,7.05
8805,В далекие времена,v-dalekie-vremena-tv,10 125,Сериал,6.44
8804,Смех под облаками,smeh-pod-oblakami,53 820,Сериал,7.63
8803,Театр тьмы 2,teatr-tmy-2,20 669,Малометражный сериал,7.12
8802,Вы арестованы 3,vy-arestovany-3,11 357,Сериал,7.80
8801,Четыре ритма сквозь синеву,chetyre-ritma-skvoz-sinevu,20 802,Сериал,7.40
8800,Принц страйда: Альтернатива,princ-strayda-alternativa,29 650,Сериал,7.69
8799,Легенда о легендарных героях,legenda-o-legendarnyh-geroyah,135 487,Сериал,7.58
8798,M3: Чёрная сталь,m3-chernaya-stal,33 711,Сериал,6.91
8797,Владыка Скрытого мира,vladyka-skrytogo-mira,30 427,Сериал,7.61
8796,"Привет, Сэндибелл!",privet-sendibell,7 263,Сериал,6.00
8795,"Конан, мальчик из будущего",konan-malchik-iz-buduschego,30 888,Сериал,8.17
8794,Проект «БП»: База перерождения,proekt-bp-baza-pererozhdeniya,5 573,Спешл,5.79
8793,Вынос гигантов,vynos-gigantov,27 912,Сериал,7.34
8792,Дева Мария смотрит за вами 2,deva-mariya-smotrit-za-vami-2,8 963,Сериал,6.77
8791,Скелет-книжник Хонда,skelet-knizhnik-honda,21 904,Малометражный сериал,6.97
8790,Ультра-девушки,ultra-devushki,5 604,Сериал,4.36
8789,Галерианец: Рион,galerianec-rion,5 056,Не важно,4.55
8788,Призрачный посланник,prizrachnyy-poslannik,5 406,Полнометражный фильм,6.80
8787,Какюсэй: Эльфийская версия,kakyusey-ova-2,7 546,OVA,6.06
8786,Нанака 6/17,nanaka-6-17,4 750,Сериал,5.80
8785,Хроники Карен,hroniki-karen,3 185,ONA,4.64
8784,История сестер Уэллбер,istoriya-sester-uellber-pervyy-sezon,8 089,Сериал,7.13
8783,.хак//ЗНАК,hak-znak,33 854,Сериал,6.65
8782,"Вперед, ко вселенной!",vpered-ko-vselennoy,10 632,Сериал,7.23
8781,Сказание об Арслане,skazanie-ob-arslane-1,66 877,Сериал,8.03
8780,Сказание об Арслане 2: Танец бога ветра,skazanie-ob-arslane-2,29 510,Сериал,7.96
8779,Эпоха Водолея,epoha-vodoleya-tv,4 621,Сериал,6.40
8778,Моя Ризельмина,moya-rizelmina,7 870,Сериал,5.59
8777,Принцесса Аритэ,princessa-arite,5 857,Полнометражный фильм,5.90
8776,Каждый день воскресенье,kazhdyy-den-voskresene,7 759,OVA,5.54
8775,Красавцы из клуба защитников Земли 2,krasavcy-iz-kluba-zaschitnikov-zemli-2,7 070,Сериал,5.89
8774,Красавцы из клуба защитников Земли 3,krasavcy-iz-kluba-zaschitnikov-zemli-3,6 474,Сериал,5.40
8773,Ушастые друзья,ushastye-druzya-1,16 174,Сериал,7.03
8772,Дзэгапэйн,dzegapeyn,7 050,Сериал,7.00
8771,Лунная песнь,lunnaya-pesn-1,10 663,Сериал,6.71
8770,Ган Фронтир,gan-frontir,9 765,Сериал,6.25
8769,Котопончик,kotoponchik,5 298,Малометражный сериал,5.56
8768,Сёстры Минами,sestry-minami-1,35 544,Сериал,7.93
8767,Скрайд,skrayd,7 313,Сериал,7.08
8766,Маска героя 2,maska-geroya-2019,9 391,ONA,7.17
8765,Сёстры Минами 4,sestry-minami-4,20 571,Сериал,7.84
8764,Смертоносная принцесса,smertonosnaya-princessa,14 586,OVA,7.24
8763,Хаккэндэн: Легенда о восьми псах Востока,hakkenden-legenda-o-vosmi-psah-vostoka-1,54 563,Сериал,8.23
8762,Блеск стекла,blesk-stekla,6 508,Сериал,6.16
8761,Божественная семейка,bozhestvennaya-semeyka,17 634,Сериал,6.51
8760,Таинственная библиотека Данталиан,tainstvennaya-biblioteka-dantalian-tv,30 755,Сериал,7.33
8759,Бронебойщик Меллоулинк,broneboyschik-melloulink,23 164,OVA,6.87
8758,Космический Денди,kosmicheskiy-dendi-1,44 575,Сериал,8.16
8757,Молдайвер,moldayver,4 477,OVA,5.44
8756,Школьная жизнь!,shkolnaya-zhizn,54 974,Сериал,7.98
8755,Косукэ и Рикимару: Дракон острова Компэй,kosuke-i-rikimaru-drakon-ostrova-kompey,3 815,OVA,4.63
8754,Кибер-виток,kiber-vitok,20 555,Сериал,7.72
8753,Росомаха,rosomaha,10 070,Сериал,5.56
8752,Китайская повесть о духах,kitayskaya-povest-o-duhah,3 762,Полнометражный фильм,4.13
8751,Волшебная лампа Аладдина,volshebnaya-lampa-aladdina,6 008,Полнометражный фильм,6.00
8750,Хармагеддон,harmageddon,5 017,Полнометражный фильм,6.00
8749,Закусочная «Медуза»,zakusochnaya-meduza,7 998,Короткометражный фильм,6.94
8748,Мобильный воин Гандам I,mobilnyy-voin-gandam,15 786,Полнометражный фильм,6.69
8747,Путешествие на запад (1960),puteshestvie-na-zapad,4 753,Полнометражный фильм,7.00
8746,Супербратья Марио,superbratya-mario,5 575,Полнометражный фильм,4.08
8745,Двенадцать месяцев,dvenadcat-mesyacev,7 436,Полнометражный фильм,6.61
8744,Икс/1999,iks,15 199,Полнометражный фильм,6.14
8743,Промар: Лио-ген,promar-lio-gen,20 247,ONA,6.44
8742,Промар: Гало-ген,promar-galo-gen,20 889,ONA,6.39
8741,"По правде говоря, я...",po-pravde-govorya-ya,57 941,Сериал,7.06
8740,Железный человек,zheleznyy-chelovek,20 018,Сериал,5.86
8739,Тяжёлый металл,tyazhelyy-metal,6 673,Сериал,6.50
8738,Ну не могу я (не)влюбиться в своего братишку!!,nu-ne-mogu-ya-ne-vlyubitsya-v-svoego-bratishku,37 102,Сериал,6.37
8737,Волшебник Кайто,volshebnik-kayto,21 777,Спешл,7.84
8736,Остров сокровищ,ostrov-sokrovisch-1978,9 933,Сериал,7.29
8734,Идзумо: Блеск меча,idzumo-blesk-mecha,8 485,Сериал,5.25
8733,Язык воды,yazyk-vody,15 895,Спешл,5.90
8732,Лисы Тиронуп,lisy-tironup,4 815,Полнометражный фильм,6.00
8731,3х3 глаза: Сказание Сэймы,3h3-glaza-skazanie-seymy,8 838,OVA,6.58
8730,Сакура — собирательница карт: Фильм,sakura-sobiratelnica-kart,10 086,Полнометражный фильм,7.67
8729,Дораэмон: Нобитовская версия Саюки — Фильм 9,doraemon-nobitovskaya-versiya-sayuki,5 330,Полнометражный фильм,5.43
8728,Адский учитель Нубэ. Фильм Первый,adskiy-uchitel-nube-film,9 481,Короткометражный фильм,6.90
8727,Адский учитель Нубэ: Жуткие каникулы! Легенда Моря подозрения фильм третий,adskiy-uchitel-nube-zhutkie-kanikuly-legenda-morya-podozreniya,9 734,Короткометражный фильм,6.91
8726,Все оттенки синевы 2,vse-ottenki-sinevy-2,9 273,Сериал,6.89
8725,Все оттенки синевы,vse-ottenki-sinevy-1,19 343,Сериал,6.61
8724,Чёрная пуля,chernaya-pulya,96 273,Сериал,7.59
8723,Шоколад Купидона 2,amurnyy-shokolad-2,69 553,ONA,7.25
8722,Лес русалок,les-rusalok-tv,25 690,Сериал,7.19
8721,Не проиграю!,ne-proigrayu-1,108 315,Сериал,6.50
8720,Библиотека Кокоро,biblioteka-kokoro,4 941,Сериал,6.25
8719,Трепещущие воспоминания,trepeschuschie-vospominaniya-tv,8 571,Сериал,6.71
8718,Z/X: Код воссоединения,z-x-kod-vossoedineniya,18 591,Сериал,6.20
8716,Хотори: Я просто хочу счастья,hotori-ya-prosto-hochu-schastya,5 038,Спешл,6.14
8715,Линия Дьявола,liniya-dyavola,82 722,Сериал,7.20
8714,Инугами и Нэкояма,inugami-i-nekoyama,17 876,Малометражный сериал,6.45
8713,Мобильный воин Гандам: Грозовой сектор 2,mobilnyy-voin-gandam-grozovoy-sektor-vtoroy-sezon,12 692,ONA,6.85
8712,Остров,ostrov,36 857,Сериал,7.43
8711,История первого поцелуя,istoriya-pervogo-poceluya,5 912,OVA,5.63
8710,Меланхолия Харухи Судзумии-тян,melanholiya-haruhi-sudzumii-tyan,40 407,ONA,6.53
8709,Горничный в маске,gornichnyy-v-maske,20 950,Сериал,7.07
8708,Фигурный калейдоскоп,figurnyy-kaleydoskop,10 026,Сериал,7.35
8707,Клинок Маню,klinok-manyu-tayna-sisechnogo-svitka,48 150,Сериал,6.77
8706,Легенды и герои,dzhi-vu-gen-nepokornyy-vole-bogov,23 979,ONA,6.03
8705,Дорогой звёзд,dorogoy-zvezd,57 041,ONA,6.62
8704,Не проиграю! — OVA,ne-proigrayu-ova-2,45 275,OVA,6.94
8703,Ещё вчера,esche-vchera,33 025,Полнометражный фильм,8.13
8702,Драконий зубной,drakoniy-zubnoy,22 859,Спешл,7.51
8701,Зимняя цикада,zimnyaya-cikada,14 297,OVA,6.77
8700,Мобильный воин Гандам: Грозовой сектор,mobilnyy-voin-gandam-grozovoy-sektor-pervyy-sezon,21 617,ONA,7.24
8699,"Дораэмон: Нобита, завоеватель космоса — Фильм 29",novyy-doraemon-2009-film-chetvertyy,5 487,Полнометражный фильм,5.47
8698,Пастельная жизнь,pastelnaya-zhizn,6 335,Малометражный сериал,5.75
8697,Звукоед Нойзмен,zvukoed-noyzmen,5 714,Короткометражный фильм,5.33
8696,Легенда о цифровом дьяволе,legenda-o-cifrovom-dyavole,10 061,OVA,5.15
8695,Принц севера,princ-severa,8 603,Полнометражный фильм,6.69
8694,Маленький Реми и его славный пёс Капи,bez-semi,4 314,Полнометражный фильм,5.27
8693,Шальная мечта! Девушки из группы,ura-mechte-devushki-iz-gruppy,17 228,ONA,6.13
8692,Нанако,nanako,10 960,OVA,6.90
8691,Дурочка,durochka,86 777,Малометражный сериал,6.68
8690,Х2 / H2,h2,6 632,Сериал,7.36
8689,Легенда о Белой Змее,legenda-o-beloy-zmee,6 702,Полнометражный фильм,6.00
8688,Жизнь Будори Гуско (2012),zhizn-budori-gusko,9 075,Полнометражный фильм,7.32
8687,Белый крест II,belyy-krest-ii-tv,5 829,Сериал,5.69
8686,Белый крест OVA,belyy-krest-ova,5 073,OVA,5.36
8685,Девушка Бобби,devushka-bobbi,6 522,Короткометражный фильм,5.83
8684,Вы арестованы! Без пощады!,vy-arestovany-ova-2,7 868,Спешл,6.59
8683,Вы арестованы! Специальное издание,vy-arestovany-cpeshly,8 486,Малометражный сериал,7.46
8682,Граница пустоты: Сад грешников,granica-pustoty-sad-greshnikov,38 478,Полнометражный фильм,7.48
8681,Выпускной класс,vypusknoy-klass,14 580,Полнометражный фильм,5.76
8680,Кошачий мир Банипал Витт,koshachiy-mir-banipal-vitt,4 273,Полнометражный фильм,5.33
8679,Небесная машина Пандора,nebesnaya-mashina-pandora,10 383,Сериал,5.42
8678,Едок,edok,8 909,Сериал,5.75
8677,Едок 98,edok-98,5 548,Сериал,5.55
8676,Ноэйн,noeyn,8 601,Сериал,6.47
8675,Паталлиро Сайюки,patalliro-sayyuki,4 197,Сериал,4.83
8674,Вы арестованы 2,vy-arestovany-2,12 019,Сериал,8.00
8673,Адзуманга,adzumanga,164 509,Сериал,8.66
8672,Мобильный воин Гандам: Железнокровные сироты 2,mobilnyy-voin-gandam-zheleznokrovnye-siroty-2,36 075,Сериал,8.76
8671,Предыстория нашей любви: Начало,predystoriya-nashey-lyubvi-nachalo,57 499,ONA,7.54
8670,Хаккэндэн: Легенда о псах-воинах,hakkenden-legenda-o-psah-voinah,7 851,OVA,6.45
8669,Легенда нефритового меча,legenda-nefritovogo-mecha,16 202,ONA,4.93
8668,Кайба,kayba,30 555,Сериал,7.73
8667,Мобильный воин Гандам Зета: Новый перевод — Наследник звёзд,mobilnyy-voin-zeta-gandam-novyy-perevod-film-pervyy,8 253,Полнометражный фильм,5.68
8666,Мобильный воин Z Гандам - Новый перевод — Фильм второй,mobilnyy-voin-zeta-gandam-novyy-perevod-film-vtoroy,9 130,Полнометражный фильм,6.04
8665,Мобильный воин Z Гандам: Новый перевод,mobilnyy-voin-zeta-gandam-novyy-perevod,9 038,Полнометражный фильм,5.57
8664,Любовь и Хина: Рождество,lyubov-i-hina-rozhdestvo,9 652,Спешл,6.33
8663,Геоблюстители 2,geoblyustiteli-2,5 602,OVA,7.67
8662,Манкацу,mankacu,7 770,Сериал,5.44
8661,Робомастера,robomastera,5 697,Сериал,6.63
8660,Космический линкор Тирамису 2,kosmicheskiy-linkor-tiramisu-2,7 320,Сериал,6.00
8659,Академия магии,akademiya-magii,38 783,Сериал,6.84
8658,Любовь с незапамятных времен,lyubov-s-nezapamyatnyh-vremen,22 845,ONA,6.46
8657,Ярость Бахамута: Генезис - Короткие истории,yarost-bagamuta-genezis-korotkie-istorii,24 861,ONA,7.47
8656,Лес русалок — OVA,les-rusalok,9 530,OVA,6.37
8655,Человек-дьявол: Птица-демон Сирена,chelovek-dyavol-ova-2-1990,23 616,OVA,6.88
8653,Инфинити Надо,infiniti-nado,7 450,Сериал,6.36
8652,Список нечисти,spisok-nechisti,26 859,ONA,6.41
8651,Девушки-пони: Славное дерби,devushki-poni-slavnoe-derbi,517 503,Сериал,7.80
8650,Искусственный отбор,triazh-h,71 846,Сериал,7.14
8649,Король бойцов: Судьба,korol-boycov-sudba,7 607,ONA,3.89
8648,Дух чудес,duh-chudes-ova-1,8 397,OVA,6.43
8647,Связь душ,svyaz-dush,7 786,Сериал,6.07
8646,Р-15,r-15,29 433,Сериал,6.52
8645,Полифоника S,polifonika-2,6 227,Сериал,7.08
8644,Слушайтесь папу!,slushaytes-papu,32 261,Сериал,7.75
8643,Огни ночного рейда,ogni-nochnogo-reyda,10 526,Сериал,6.17
8642,Ловушка лжи,lovushka-lzhi,37 940,Малометражный сериал,5.98
8641,Р-15 — OVA,r-15-ova,15 748,OVA,6.56
8640,Хищные куклы,hischnye-kukly,23 914,OVA,6.22
8639,Механические руки,mehanicheskie-ruki,32 663,ONA,6.78
